\forall	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100%	0.005003%
=	0.1109	0	0	0	0.1109	0	0	0	0	0	0.5543	0.1109	0	0	0	0	0	0	0	0	0	0	0	0	0	92.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1109	0	0	0	0	0	0	0	6.098	92.68%	2.256%
\phi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	70%	0.05003%
E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	2.778	0	0	0	0	0	0	0	0	41.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	5.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.67	41.67%	0.09005%
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.381	0	0	0	0	0	0	0	0	0	4.762	59.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.381	0	0	0	0	0	2.381	0	0	26.19	59.52%	0.1051%
G	0	0	0	0	0	0	0	4.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.545	0	0	0	0	0	45.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.36	45.45%	0.05503%
A	0	0	0	0	0	0	0	0	0	0	0	0	1.449	0	0	0	0	0	0	0	2.899	0	0	0	0	0	0	0	0	0	69.57	0	0	0	0	0	0	0	1.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.19	69.57%	0.1726%
B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.695	0	0	0	0	0	0	1.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.475	10.17	77.97%	0.1476%
C	0	0	0	0	0	9.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.688	0	0	0	0	0	0	0	0	1.563	0	0	0	0	0	0	0	0	0	1.563	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.563	0	0	0	0	0	0	0	0	6.25	4.688%	0.1601%
\infty	0	0	1.064	0	0	0	0	3.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.128	0	0	0	0	0	0	0	0	0	79.79	0	0	0	1.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.064	0	0	0	0	3.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.447	79.79%	0.2351%
\Delta	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	12.5	37.5%	0.02001%
L	0	0	0	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.76	82.35%	0.08504%
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.167	0	0	0	8.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.83	66.67%	0.06003%
N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.091	0	0	0	0	0	0	0	0	0	0	0	3.03	0	0	0	0	0	0	0	0	0	3.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.061	78.79%	0.08254%
H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	52%	0.06253%
I	5.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.53	0	0	0	0	0	0	0	0	0	0	0	5.882	0	0	0	0	0	5.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.82	23.53%	0.04252%
\log	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.351	0	0	0	0	0	0	0	0	0	0	33.78	64.86%	0.1851%
\lt	0	0	0	0	0	11.54	0	0	0	0	0	0	3.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.846	0	0	0	0	0	0	0	0	3.846	0	0	0	0	0	3.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.77	42.31%	0.06503%
T	0	0	0	0	4.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.167	0	0	0	0	0	0	0	0	0	0	0	0	0	29.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.167	8.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	29.17%	0.06003%
V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.92	3.846	0	0	0	0	0	0	0	0	0	0	0	3.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.38%	0.06503%
P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.62	0	0	0	0	0	3.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.692	0%	0.06503%
S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.69	0	10.34	10.34%	0.07254%
R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.74	0	0	0	0	0	0	0	0	0	0	0	0	0	2.174	0	0	0	2.174	0	2.174	0	0	0	0	0	0	0	0	2.174	0	0	0	0	0	0	0	4.348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.04	71.74%	0.1151%
]	0	2	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	84%	0.1251%
Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.448	0	0	0	0	0	0	0	0	0	72.41	3.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.24	0%	0.07254%
\sigma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.15	0	0	0	0	0	0	0	0	0	7.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.692	0	7.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.692	46.15%	0.03252%
X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.3	0	0	0	0	0	0	0	0	0	7.246	0	0	0	0	0	0	0	1.449	0%	0.1726%
[	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	90%	0.1251%
f	0	0	0	0	0.5917	0.5917	0	1.183	0	0	0	0	0	0	6.509	0	0	0	0.5917	0.5917	0	0	0	8.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5917	0	0	0	0	0	0	0	0	0	0	0	64.5	0	0	0	1.183	9.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.734	64.5%	0.4227%
g	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	18.75	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	40	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	1.25	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.25	40%	0.2001%
d	0	0	0	0	0	0	0	0.7547	0	0	0	0	0.3774	0	0	0	1.132	0	1.132	0	0	0	0	0	0	0	3.774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.94	0	0	0	0	2.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.62	70.94%	0.6628%
\prime	0	0	0	0	0	0	15	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	40	5%	0.05003%
e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.17	0	0	0.8696	0	0	0	1.739	0	0	0.8696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8696	0.8696	0	0	0	0	0	0	0	0	0	2.609	92.17%	0.2876%
b	0	0	0	0	0	0	0	0.2506	0	0	0	0.5013	0	0	0.2506	0	0	0	4.01	0.2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2506	88.72	0	0	0	0	0	0	0	0	0	0	0.2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.013	88.72%	0.998%
